	internal_pdfs	internal_web_texts	external_pdfs	external_web_texts	company
264					Swiss Life Holding
265	['https://www.greatwestlifeco.com/content/dam/gwlco/documents/reports/2020/lifeco-2019-annual-report-en.pdf']				Swiss Life Holding
266	['https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/CH-SLAM/Voting%20Policy_20190507.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/LUX-Funds/lux-funds-2020/SLAM%20LUX%20Voting%20Rights%20Policy.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/LUX-Funds/lux-funds-2020/sub-custodians.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/sfdr/SFDR_Art_3_Sustainability_Risk_entity_level_SLAM_LUX.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/FR/3-Exercice-des-droits-de-vote2018_Swiss-Life-Asset-Managers-France.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/LUX-Funds/lux-funds-2020/SLAM%20LUX%20Complaints%20Handling%20Policy.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/sfdr/GrundsÃ¤tze%20zur%20Mitwirkungspolitik.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/FR/8-Politique-engagement-actionnarial_Swiss-Life-AM-France_FR.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/LUX-Funds/lux-funds-2020/SLAM%20LUX%20Remuneration%20Policy.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/sfdr/Strategie%20zur%20Einbeziehung%20von%20Nachhaltigkeitsrisiken%20bei%20Investitionsentscheidungsprozessen.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/FR/4-Politique-de-vote-2019_Swiss-Life-Asset-Managers-France.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/FR/1-Traitement-reclamations_Swiss-Life-Asset-Managers-France.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/FR/9-transparence-durabilite_Swiss-Life-Asset-Managers-France.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/sfdr/21016_Sustainability_SLAM_EN.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/CH-SLAM/en_information_brochure_on_the_financial_services_act.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/LUX-Funds/lux-funds-2020/SLAM%20LUX%20Best%20Execution%20and%20Best%20Selection%20Policy.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/sfdr/Engagement_Policy_SLAM_LUX.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/FR/2-Compte-rendu-relatif-aux-frais-d-intermediation.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/FR/5-Meilleure-selection-et-execution_Swiss-Life-Asset-Managers-France.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/FR/7-Information-ESG_Swiss-Life-Asset-Managers-France.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/LUX-Funds/lux-funds-2020/SLAM%20LUX%20Conflict%20of%20Interest%20Policy.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/sfdr/SFDR_Art_4_Adverse_Sustainability_Impact_Statement_SLAM_LUX.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/DE-SL-Invest/Code_of_Conduct_2019_DE.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/sfdr/ErklÃ¤rung%20zu%20nachteiligen%20Nachhaltigkeitsauswirkungen%20SLAM.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/sfdr/VergÃ¼tungsrichtlinie.pdf', 'https://www.swisslife-am.com/content/dam/slam/documents_publications/Policies-Countries-Legal-Entities/FR/6-Politique-de-remuneration_Swiss-Life-Asset-Managers-France.pdf']	['https://www.swisslife-am.com/tel:0041432847709', 'https://www.swisslife-am.com/en/home/footer/policies-legal-entities.html', 'https://www.swisslife-am.com/en/home/hub/smart_homes.html', 'https://www.swisslife-am.com/en/home/footer/tel:0041432847709', 'https://www.swisslife-am.com/de/home.html', 'https://www.swisslife-am.com/en/home/hub/Brannhof.html', 'https://www.swisslife-am.com/fr/home.html', 'https://www.swisslife-am.com/en/home/hub/einkaufszentrum_glatt.html', 'https://www.swisslife-am.com/en/home/publications-hub.html', 'https://www.swisslife-am.com/en/home/funds-invest.html', 'https://www.swisslife-am.com/en/home.html', 'https://www.swisslife-am.com/en/home/media.html', 'https://www.swisslife-am.com/', 'https://www.swisslife-am.com/fr/home/footer/policies-legal-entities.html', 'https://www.swisslife-am.com/en/home/funds-invest/responsible-investment.html', 'https://www.swisslife-am.com/en/home/contact.html', 'https://www.swisslife-am.com/en/home/about.html', 'https://www.swisslife-am.com/en/home/footer/privacy-statement.html', 'https://www.swisslife-am.com/en/home/careers.html', 'https://www.swisslife-am.com/en/home/footer/terms-of-use.html', 'https://www.swisslife-am.com/en/home/funds-invest/asset-classes.html', 'https://www.swisslife-am.com/en/home/hub.html', 'https://www.swisslife-am.com/en/home/footer/publishing-details.html', 'https://www.swisslife-am.com/de/home/footer/policies-legal-entities.html']	['https://www.swissbanking.ch/_Resources/Persistent/c/8/4/0/c840d1f03cf558c4a0dddcc9f94cb8e5c984125e/SBA_Risks_Involved_in_Trading_Financial_Instruments_2019_EN.pdf']	['https://www.linkedin.com/company/swiss-life-asset-management', 'https://twitter.com/SwissLife_AM', 'mailto://kontakt-kvg@swisslife-am.com', 'https://fr.swisslife-am.com/en/home.html', 'mailto://info-ch@swisslife-am.com', 'https://www.swisslife.com/en/home.html', 'https://ch.swisslife-am.com/en/home.html', 'mailto://contact-france@swisslife-am.com', 'https://de.swisslife-am.com/de/home.html', 'https://mayfaircapital.co.uk/', 'https://lu.swisslife-am.com/en/home.html', 'mailto://info-lux@swisslife-am.com']	Swiss Life Holding
267	['https://www.glenmarkpharma.com/sites/default/files/Glenmark-Sustainability-Report-FY-2019-20.pdf']				Glenmark Pharmaceuticals
268	['https://www.glenmarkpharma.com/sites/default/files/Glenmark-Sustainability-Report-FY-2020-21.pdf', 'https://www.glenmarkpharma.com/sites/default/files/Glenmark-Sustainability-Report-FY-2019-20.pdf', 'https://www.glenmarkpharma.com/sites/default/files/Results_Q1_FY22.pdf', 'https://www.glenmarkpharma.com/sites/default/files/Glenmark%20Pharma%20reports%20revenue%20growth%20of%2026%25%20and%20PAT%20growth%20of%2021%25%20YoY%20....pdf', 'https://www.glenmarkpharma.com/sites/default/files/CSR-report-FY-13-14.pdf', 'https://www.glenmarkpharma.com/sites/all/themes/glenmark/pdf/Website_Terms_of_use.pdf', 'https://www.glenmarkpharma.com/sites/default/files/CSR-Report-FY-10-2011.pdf', 'https://www.glenmarkpharma.com/sites/default/files/Glenmark%20MD%26A_Q1_FY22.pdf', 'https://www.glenmarkpharma.com/sites/default/files/CSR-Report-FY-12-2013.pdf', 'https://www.glenmarkpharma.com/sites/default/files/CSR-Report-FY-11-2012.pdf', 'https://www.glenmarkpharma.com/responsibility/corporateresponsibilityreportFY17.pdf', 'https://www.glenmarkpharma.com/sites/default/files/Glenmark-Sustainability-Report-FY-2018-19.pdf', 'https://www.glenmarkpharma.com/sites/default/files/Glenmark-CSR-Report-2018.pdf', 'https://www.glenmarkpharma.com/sites/default/files/Glenmark-Environment-and-Social-Responsibility-Report-FY-14-15.pdf']	['https://www.glenmarkpharma.com/our-people', 'https://www.glenmarkpharma.com/about-us/executive-team', 'https://www.glenmarkpharma.com/investors/shareholders-corner', 'http://www.glenmarkpharma.com/covid-19/', 'https://www.glenmarkpharma.com/our-philosophy', 'https://www.glenmarkpharma.com/responsibility/our-communities/sustainable-livelihoods', 'https://www.glenmarkpharma.com/careers/inspire-to-innovate.php', 'https://www.glenmarkpharma.com/formulations/rd', 'https://www.glenmarkpharma.com/investors/financial-results', 'https://www.glenmarkpharma.com/formulations/formulations-global-presence-latin-america', 'https://www.glenmarkpharma.com/', 'https://www.glenmarkpharma.com/content/business-development', 'https://www.glenmarkpharma.com/Responsibility', 'https://www.glenmarkpharma.com/responsibility', 'https://www.glenmarkpharma.com/formulations/formulations-global-presence-us', 'https://www.glenmarkpharma.com/responsibility/our-communities/joy-giving', 'https://www.glenmarkpharma.com/formulations/formulations-global-presence-asia', 'https://www.glenmarkpharma.com/about-us/board-directors', 'https://www.glenmarkpharma.com/careers/possibilities.php', 'https://www.glenmarkpharma.com/media/library', 'https://www.glenmarkpharma.com/formulations/formulations-global-presence-india', 'https://www.glenmarkpharma.com/about-us/overview', 'https://www.glenmarkpharma.com/careers/people.php', 'https://www.glenmarkpharma.com/about-us/evolution', 'https://www.glenmarkpharma.com/\\innovation', 'https://www.glenmarkpharma.com/formulations/quality-glenmark', 'https://www.glenmarkpharma.com/responsibility/our-people/equal-opportunity-all', 'https://www.glenmarkpharma.com/responsibility/our-people/safety-employees', 'https://www.glenmarkpharma.com/formulations/formulations-global-presence-russia-cis', 'https://www.glenmarkpharma.com/responsibility/our-planet/our-policy', 'https://www.glenmarkpharma.com/innovation', 'https://www.glenmarkpharma.com/responsibility/our-planet/our-initiative-and-impact', 'https://www.glenmarkpharma.com/responsibility/our-planet/our-commitment', 'https://www.glenmarkpharma.com/investors/reports-presentation', 'https://www.glenmarkpharma.com/careers/index.php', 'https://www.glenmarkpharma.com/Responsibility/sustainability', 'https://www.glenmarkpharma.com/formulations/formulations-rd-centres', 'https://www.glenmarkpharma.com/about-us/governance', 'https://www.glenmarkpharma.com/investors/latest-announcements', 'https://www.glenmarkpharma.com/formulations/formulations-global-presence-europe', 'https://www.glenmarkpharma.com/glenmark-csr/', 'https://www.glenmarkpharma.com/products-overview', 'https://www.glenmarkpharma.com/careers/careers-overview', 'https://www.glenmarkpharma.com/content/rd-pipeline', 'https://www.glenmarkpharma.com/responsibility/impact-assessment-report', 'https://www.glenmarkpharma.com/media/newsroom', 'https://www.glenmarkpharma.com/formulations/formulations-global-presence-africa', 'https://www.glenmarkpharma.com/responsibility/our-communities/child-health', 'https://www.glenmarkpharma.com/our-global-footprint', 'https://www.glenmarkpharma.com/formulations/formulations-overview', 'https://www.glenmarkpharma.com/formulations/formulations-manufacturing-facilities', 'https://www.glenmarkpharma.com/responsibility/our-communities/promotion-sports', 'https://www.glenmarkpharma.com/responsibility/our-communities/access-health-care', 'https://www.glenmarkpharma.com/our-therapeutic-strength', 'https://www.glenmarkpharma.com/about-us/awards', 'https://www.glenmarkpharma.com/contact-us']	['https://glenmarkpharma.com/sites/default/files/Press_Release_Glenmark_Pharma_reports_revenue_growth_of_6.6%25_and_PAT_gro.pdf', 'https://glenmarkpharma.com/sites/default/files/Glenmark_Results_Q2_FY22.pdf', 'https://glenmarkpharma.com/sites/default/files/Glenmark_MD%26A_Q2_FY22.pdf']	['https://glenmarktherapeutics.com/', 'http://www.glenmarkfoundation.org/', 'https://www.linkedin.com/company/glenmark-pharmaceuticals', 'https://esg.churchgatepartners.com/login/CompanyProfile', 'http://glenmarkpharma.com/fabiflu-availability', 'http://www.glenmarkaquatic.org/', 'https://www.glenmarklifesciences.com/']	Glenmark Pharmaceuticals
269	['https://www.glenmarklifesciences.com/pdf/SumantraMitra-GLS.pdf', 'https://www.glenmarklifesciences.com/pdf/Dr-Yasir-Profile_GLS.pdf']	['https://www.glenmarklifesciences.com/end-to-end-support.php', 'https://www.glenmarklifesciences.com/management-profile.php', 'https://www.glenmarklifesciences.com/infrastructure-rnd.php', 'https://www.glenmarklifesciences.com/our-leadership.php', 'https://www.glenmarklifesciences.com/infrastructure-manufacturing.php', 'https://www.glenmarklifesciences.com/contact-us.php', 'https://www.glenmarklifesciences.com/our-evolution.php', 'https://www.glenmarklifesciences.com/environment.php', 'https://www.glenmarklifesciences.com/communities.php', 'https://www.glenmarklifesciences.com/solutions-and-services.php', 'https://www.glenmarklifesciences.com/join-us.php', 'https://www.glenmarklifesciences.com/financial-results.php', 'https://www.glenmarklifesciences.com/pdf/test.doc', 'https://www.glenmarklifesciences.com/working-with-us.php', 'https://www.glenmarklifesciences.com/reports.php', 'https://www.glenmarklifesciences.com/index.php', 'https://www.glenmarklifesciences.com/responsibility-reports.php', 'https://www.glenmarklifesciences.com/what-we-do.php', 'https://www.glenmarklifesciences.com/board-of-directors.php', 'https://www.glenmarklifesciences.com/corporate-governance.php', 'https://www.glenmarklifesciences.com/responsibility-at-a-glance.php', 'https://www.glenmarklifesciences.com/press-releases-and-news.php', 'https://www.glenmarklifesciences.com/who-we-are.php', 'https://www.glenmarklifesciences.com/our-heritage.php']		['https://www.linkedin.com/company/glenmark-life-sciences/', 'mailto://api.web@glenmarklifesciences.com', 'https://www.tonicworldwide.com/', 'javascript://Void(0);']	Glenmark Pharmaceuticals
270					Rentokil Initial
271					Rentokil Initial
272				['https://www.cloudflare.com/5xx-error-landing']	Rentokil Initial
273		['https://www.upm.com/about-us/', 'https://www.upm.com/about-us/for-suppliers/', 'https://www.upm.com/responsibility/fundamentals/recognitions/', 'https://www.upm.com/about-us/innovation/', 'https://www.upm.com/articles/climate/21/the-global-compact-network-finland-hosts-cop26-warm-up-event/', 'https://www.upm.com/responsibility/forests/', 'https://www.upm.com/responsibility/fundamentals/contacts/', 'https://www.upm.com/businesses/upm-wood-sourcing-forestry/', 'https://www.upm.com/about-us/for-media/order-upms-releases/', 'https://www.upm.com/about-us/for-media/releases/2020/11/upm-recognised-the-best-in-the-forest-and-paper-industry-in-the-global-dow-jones-sustainability-index/', 'https://www.upm.com/responsibility/fundamentals/', 'https://www.upm.com/legal-notice/', 'https://www.upm.com/responsibility/fundamentals/recognitions/transparency-means-credibility/', 'https://www.upm.com/about-us/for-media/releases/', 'https://www.upm.com/investors/', 'https://www.upm.com/articles/forest/21/finnish-monks-and-sustainable-forestry-a-match-made-in-heaven/', 'https://www.upm.com/about-us/for-media/media-contacts/', 'https://www.upm.com/businesses/upm-biochemicals/', 'https://www.upm.com/contact-us/give-us-feedback/', 'https://www.upm.com/contact-us/', 'https://www.upm.com/fi/', 'https://www.upm.com/ja/', 'https://www.upm.com/businesses/upm-plywood/', 'https://www.upm.com/investors/upm-as-an-investment/CEOs-review/', 'https://www.upm.com/articles/responsibility/21/upm-receives-ecovadis-platinum-recognition-for-its-responsibility-performance/', 'https://www.upm.com/businesses/upm-pulp/', 'https://www.upm.com/businesses/upm-timber/', 'https://www.upm.com/businesses/upm-biofuels/', 'https://www.upm.com/about-us/for-media/releases/2018/01/upm-recognised-as-a-water-efficiency-frontrunner-in-china/', 'https://www.upm.com/businesses/upm-energy/', 'https://www.upm.com/investors/contacts--services/investor-relations-contacts/', 'https://www.upm.com/news-and-stories/', 'https://www.upm.com/about-us/for-media/', 'https://www.upm.com/businesses/upm-biomedicals/', 'https://www.upm.com/news-and-stories/subscribe-to-biofore-magazine/', 'https://www.upm.com/businesses/', 'https://www.upm.com/link/2237fc7869ac4447a356b653d06cf513.aspx', 'https://www.upm.com/de/', 'https://www.upm.com/businesses/upm-specialty-papers/', 'https://www.upm.com/businesses/upm-raflatac/', 'https://www.upm.com/about-us/for-suppliers/invoicing/', 'https://www.upm.com/about-us/for-media/releases/2017/01/upm-bioverno-and-growdex-chosen-among-25-unique-example-cases-of-nordic-bioeconomy/', 'https://www.upm.com/about-us/for-media/releases/2020/12/cdp-recognises-upm-with-an-outstanding-triple-a-score-for-its-environmental-performance/', 'https://www.upm.com/articles/research/21/sustainability-and-innovation-motivate-researchers/', 'https://www.upm.com/businesses/where-we-operate/', 'https://www.upm.com/investors/upm-as-an-investment/', 'https://www.upm.com/about-us/for-suppliers/safety-induction/', 'https://www.upm.com/careers/upm-in-poland/', 'https://www.upm.com/careers/', 'https://www.upm.com/about-us/for-media/releases/2021/09/the-un-recognises-upm-as-the-only-forest-industry-representative-and-the-only-finnish-company-in-the-global-compact-lead-network/', 'https://www.upm.com/bioforeteahouse/', 'https://www.upm.com/articles/forest/21/can-the-eu-see-the-forest-for-the-trees/', 'https://www.upm.com/responsibility/climate-actions/', 'https://www.upm.com/bioforeconceptcar/', 'https://www.upm.com/investors/investor-tools/results-centre/', 'https://www.upm.com/about-us/innovation/innovation-in-action/', 'https://www.upm.com/', 'https://www.upm.com/responsibility/fundamentals/certificate-finder/', 'https://www.upm.com/about-us/for-media/releases/2021/01/corporate-knights-recognises-upm-on-the-22nd-place-among-the-100-most-sustainable-corporations/', 'https://www.upm.com/businesses/upm-biocomposites/', 'https://www.upm.com/news-and-stories/biofore-magazine/', 'https://www.upm.com/businesses/upm-communication-papers/', 'https://www.upm.com/about-us/for-media/releases/2017/12/upm-biofuels-wins-the-bioenergy-industry-leadership-award-in-the-2017-platts-global-energy-awards/', 'https://www.upm.com/investors/governance/governance-guidelines/code-of-conduct/', 'https://www.upm.com/about-us/purpose-and-strategy/', 'https://www.upm.com/ru/', 'https://www.upm.com/responsibility/']		['https://eur03.safelinks.protection.outlook.com/', 'https://www.upmformi.com', 'https://deckplanner.upmprofi.com/step/view/1', 'https://www.wisaplywood.com/', 'https://www.upmbiochemicals.com/', 'https://www.upmpaper.com/', 'https://www.upmbiomedicals.com/', 'https://www.upmbiochemicals.com/biorefinery/', 'mailto://Firstname.lastname@upm.com', 'https://www.upmforestlife.com', 'https://user-fudicvo.cld.bz/Biofore-Magazine-2021', 'https://upm.videosync.fi/2021-q3-results', 'https://www.upmpasodelostoros.com/', 'http://www.sustainability-indices.com/', 'https://www.upmbonvesta.fi/en/', 'https://upm.wd3.myworkdayjobs.com/Careers', 'https://www.upmmetsa.fi/', 'http://bit.ly/SupplierEngagement20', 'https://www.upm.uy/', 'https://www.upmyhteismetsa.fi/', 'https://twitter.com/UPMGlobal', 'http://www.corporateknights.com/global100', 'http://norden.diva-portal.org/smash/record.jsf', 'https://www.upmkiinteistot.fi/', 'http://www.stoxx.com/indices/index_information.html', 'https://policies.google.com/privacy', 'https://www.spglobal.com/esg/csa/yearbook/', 'https://www.facebook.com/UPMGlobal', 'https://www.upmspecialtypapers.com/', 'https://privacy.upm.com/', 'https://www.upmraflatac.com/', 'https://www.verla.fi/en', 'https://www.upmprofi.com/', 'https://www.instagram.com/upm_beyondfossils', 'https://user-fUDiCvo.cld.bz/Biofore-Magazine-2021', 'https://www.unglobalcompact.org/take-action/leadership/gc-lead', 'https://www.upmenergy.com/', 'https://www.euronext.com/en', 'https://www.unglobalcompact.org/take-action/action/global-compact-100', 'https://www.upmraumacell.com/', 'https://www.upmchina.com/', 'https://materialhub.upm.com/l/imagebank', 'https://beian.miit.gov.cn', 'http://www.linkedin.com/company/upm-kymmene', 'https://policies.google.com/terms', 'http://www.youtube.com/upmdotcom', 'https://www.cdp.net/en/companies/companies-scores', 'https://www.upmpulp.com/', 'https://www.upmbiofuels.com/', 'https://www.globenewswire.com/Tracker', 'https://www.upmformi.com/', 'https://www.responsiblefibre.upm.com/', 'http://www.vigeo-eiris.com/', 'https://www.upmtimber.com/']	Upm-kymmene
274	['https://www.upm.com/siteassets/asset/governance/documents/policies/upm-disclosure-policy.pdf']				Upm-kymmene
